"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"2",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"3",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"4",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"5",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"6",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"7",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"8",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"9",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"10",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"11",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"12",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"13",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"14",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"15",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"16",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"17",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"18",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"19",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"20",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"21",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"22",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"23",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"24",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"25",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"26",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"27",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"28",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"29",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"30",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"31",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"32",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
"33",1,2,1,7,2,2,7,2,2,1,2,6,6,4,3,6,9,2,6,2,2,2,2,2,2,2,1
