"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,2,2,2,3,1,1,1,1,1,1,1,1
"2",1,1,1,1,2,3,3,3,3,3,3,3,3
"3",2,2,2,2,3,1,1,1,1,1,1,1,1
"4",1,1,1,1,2,3,3,3,3,3,3,3,3
"5",3,3,3,3,2,1,1,1,1,1,1,1,1
"6",2,2,1,2,1,3,3,3,3,3,3,3,3
"7",2,2,3,3,2,1,1,1,1,1,1,1,1
"8",1,1,1,1,2,3,3,3,3,3,3,3,3
"9",2,2,2,2,1,3,3,3,3,3,3,3,3
"10",2,2,2,2,3,1,1,1,1,1,1,1,1
"11",3,3,3,3,2,1,1,1,1,1,1,1,1
"12",1,1,1,1,2,3,3,3,3,3,3,3,3
"13",2,2,2,2,3,1,1,1,1,1,1,1,1
"14",2,2,2,2,3,1,1,1,1,1,1,1,1
"15",3,3,3,3,2,1,1,1,1,1,1,1,1
"16",3,3,3,3,2,1,1,1,1,1,1,1,1
"17",2,2,2,2,3,1,1,1,1,1,1,1,1
"18",1,1,2,2,1,3,3,3,3,3,3,3,3
"19",2,2,2,2,3,1,1,1,1,1,1,1,1
"20",2,2,2,2,3,1,1,1,1,1,1,1,1
"21",1,1,1,1,2,3,3,3,3,3,3,3,3
"22",3,3,1,3,1,2,2,2,2,2,2,2,2
"23",1,1,1,1,3,2,2,2,2,2,2,2,2
"24",3,3,3,3,2,1,1,1,1,1,1,1,1
"25",3,3,3,3,2,1,1,1,2,2,1,1,1
"26",3,3,3,3,2,1,1,1,1,1,1,1,1
"27",3,3,3,3,2,1,1,1,1,1,1,1,1
"28",2,2,2,2,1,3,3,3,1,1,3,3,3
"29",1,1,1,1,2,3,3,3,3,3,3,3,3
"30",2,2,2,2,1,3,3,3,3,3,3,3,3
"31",2,2,2,2,3,1,1,1,1,1,1,1,1
"32",2,2,2,2,1,3,3,3,3,3,3,3,3
"33",2,2,2,2,1,3,3,3,1,1,3,3,3
"34",2,2,2,2,1,3,3,3,3,3,3,3,3
"35",1,1,1,1,2,3,3,3,3,3,3,3,3
"36",3,3,3,3,2,1,1,1,1,1,1,1,1
"37",2,2,2,2,1,3,3,3,3,3,3,3,3
"38",1,1,1,1,2,3,3,3,2,2,3,3,3
"39",3,3,3,3,2,1,1,1,1,1,1,1,1
"40",3,3,3,3,2,1,1,1,1,1,1,1,1
"41",1,1,1,1,2,3,3,3,3,3,3,3,3
"42",2,2,2,2,3,1,1,1,1,1,1,1,1
"43",2,2,2,2,1,3,3,3,3,3,3,3,3
"44",3,3,1,3,1,2,2,2,2,2,2,2,2
"45",1,1,1,1,2,3,3,3,2,2,3,3,3
"46",2,2,1,2,1,3,3,3,3,3,3,3,3
"47",3,3,3,3,2,1,1,1,1,1,1,1,1
"48",2,2,1,2,1,3,3,3,3,3,3,3,3
"49",1,1,1,1,2,3,3,3,3,3,3,3,3
"50",3,3,3,3,2,1,1,1,1,1,1,1,1
"51",1,1,1,1,2,3,3,3,3,3,3,3,3
"52",2,2,2,2,3,1,1,1,3,3,1,1,1
"53",1,1,1,1,2,3,3,3,3,3,3,3,3
"54",1,1,1,1,2,3,3,3,3,3,3,3,3
"55",1,1,1,1,2,3,3,3,2,2,3,3,3
"56",1,1,1,1,2,3,3,3,3,3,3,3,3
"57",2,2,2,2,1,3,3,3,3,3,3,3,3
"58",2,2,2,2,1,3,3,3,3,3,3,3,3
"59",1,1,1,1,2,3,3,3,3,3,3,3,3
"60",2,2,2,2,1,3,3,3,1,1,3,3,3
"61",1,1,1,1,2,3,3,3,3,3,3,3,3
"62",1,1,1,1,2,3,3,3,3,3,3,3,3
"63",1,1,1,1,2,3,3,3,3,3,3,3,3
"64",1,1,1,1,2,3,3,3,3,3,3,3,3
"65",3,3,3,3,2,1,1,1,1,1,1,1,1
"66",3,3,3,3,2,1,1,1,1,1,1,1,1
"67",1,1,1,1,2,3,3,3,2,2,3,3,3
"68",1,1,1,1,2,3,3,3,3,3,3,3,3
"69",1,1,2,1,2,3,3,3,3,3,3,3,3
"70",3,3,3,3,2,1,1,1,1,1,1,1,1
"71",2,2,2,2,1,3,3,3,3,3,3,3,3
"72",1,1,1,1,2,3,3,3,3,3,3,3,3
"73",1,1,1,1,2,3,3,3,3,3,3,3,3
"74",3,3,3,3,2,1,1,1,1,1,1,1,1
"75",2,2,2,2,1,3,3,3,3,3,3,3,3
"76",2,2,3,2,3,1,1,1,1,1,1,1,1
"77",3,3,3,3,2,1,1,1,1,1,1,1,1
"78",2,2,2,2,3,1,1,1,1,1,1,1,1
"79",3,3,3,3,2,1,1,1,1,1,1,1,1
"80",1,1,1,1,2,3,3,3,3,3,3,3,3
"81",2,2,2,2,3,1,1,1,1,1,1,1,1
"82",3,3,3,3,2,1,1,1,2,2,1,1,1
"83",3,3,3,3,2,1,1,1,1,1,1,1,1
"84",2,2,2,2,3,1,1,1,1,1,1,1,1
"85",2,2,3,3,2,1,1,1,1,1,1,1,1
"86",2,2,2,2,3,1,1,1,1,1,1,1,1
"87",1,1,1,1,2,3,3,3,3,3,3,3,3
"88",2,2,2,2,1,3,3,3,3,3,3,3,3
"89",2,2,2,2,3,1,1,1,1,1,1,1,1
"90",2,2,3,3,2,1,1,1,1,1,1,1,1
"91",3,3,3,3,2,1,1,1,1,1,1,1,1
"92",3,3,3,3,2,1,1,1,1,1,1,1,1
"93",1,1,1,1,2,3,3,3,2,2,3,3,3
"94",3,3,3,3,2,1,1,1,1,1,1,1,1
"95",2,2,2,2,3,1,1,1,1,1,1,1,1
"96",1,1,1,1,2,3,3,3,3,3,3,3,3
"97",1,1,2,2,1,3,3,3,3,3,3,3,3
"98",1,1,2,1,2,3,3,3,3,3,3,3,3
"99",2,2,2,2,1,3,3,3,3,3,3,3,3
"100",2,2,2,2,1,3,3,3,3,3,3,3,3
