"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"1",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"2",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"3",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"4",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"5",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"6",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"7",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"8",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"9",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"10",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"11",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"12",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"13",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"14",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"15",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"16",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"17",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"18",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"19",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"20",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"21",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"22",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"23",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"24",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"25",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"26",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"27",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"28",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"29",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"30",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"31",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"32",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"33",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"34",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"35",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"36",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"37",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"38",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"39",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"40",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"41",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"42",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"43",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"44",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"45",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"46",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"47",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"48",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"49",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"50",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"51",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"52",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"53",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"54",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"55",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"56",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
