"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"2",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"3",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"4",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"5",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"6",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"7",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"8",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"9",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"10",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"11",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"12",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"13",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"14",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"15",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"16",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"17",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"18",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"19",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"20",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
