"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"1",3,6,6,5,6,2,5,2,7,3,2,1,1,6,3,1,5,2,1,2,2,2,2,3,2,2,3
"2",1,7,7,4,7,10,4,10,3,1,10,6,6,7,1,6,4,10,6,10,10,10,10,1,10,10,1
"3",3,4,4,10,4,2,10,2,7,3,2,9,9,4,3,9,10,2,9,2,2,2,2,3,2,2,3
"4",8,2,2,1,2,3,1,3,4,8,3,5,5,2,8,5,1,3,5,3,3,3,3,8,3,3,8
"5",1,2,1,3,2,6,3,6,7,1,6,4,4,2,5,4,3,6,4,6,6,6,6,1,6,6,1
"6",2,6,6,4,6,5,4,5,4,2,5,1,1,6,2,1,4,5,1,5,5,5,5,2,5,5,2
"7",6,4,4,3,4,1,3,1,1,6,1,7,7,4,6,7,3,1,7,1,1,1,1,6,1,1,6
"8",2,5,5,3,5,6,3,6,1,2,6,1,1,5,2,1,3,6,1,6,6,6,6,2,6,6,2
"9",2,6,6,1,6,4,1,4,4,2,4,3,3,6,2,3,1,4,3,4,4,4,4,2,4,4,2
"10",1,6,6,2,6,7,2,7,8,1,7,3,3,6,1,3,2,7,3,7,7,7,7,1,7,7,1
"11",3,4,3,1,4,2,1,2,6,3,2,5,5,1,3,5,1,2,5,2,2,2,2,3,2,2,3
"12",1,7,4,10,7,6,10,6,3,1,6,9,9,4,1,9,10,6,9,6,6,6,6,1,6,6,1
"13",3,2,3,4,2,1,4,1,1,3,1,5,5,4,3,5,4,1,5,1,1,1,1,3,1,1,3
"14",2,5,2,4,5,6,4,6,3,2,6,1,1,4,2,1,4,6,1,6,6,6,6,2,6,6,2
"15",2,4,4,6,4,5,6,5,1,2,5,3,3,4,2,3,6,5,3,5,5,5,5,2,5,5,2
"16",8,3,8,6,3,9,6,9,4,8,9,7,7,3,2,7,6,9,7,9,9,9,9,8,9,9,8
"17",7,6,6,3,6,1,3,1,5,7,1,4,4,6,7,4,3,1,4,1,1,1,1,7,1,1,7
"18",8,4,4,3,4,2,3,2,5,8,2,7,7,4,8,7,3,2,7,2,2,2,2,8,2,2,8
"19",8,4,6,2,4,3,2,3,4,8,3,1,1,6,8,1,2,3,1,3,3,3,3,8,3,3,8
"20",5,2,2,3,2,1,3,1,1,5,1,6,6,2,5,6,3,1,6,1,1,1,1,5,1,1,5
"21",9,2,6,1,2,5,1,5,2,9,5,8,8,6,9,8,1,5,8,5,5,5,5,9,5,5,9
"22",3,1,3,5,1,4,5,4,1,3,4,2,2,5,3,2,5,4,2,4,4,4,4,3,4,4,3
"23",1,4,4,2,4,3,2,3,3,1,3,6,6,4,1,6,2,3,6,3,3,3,3,1,3,3,1
"24",3,8,3,9,8,7,9,7,2,3,7,4,4,9,3,4,9,7,4,7,7,7,7,3,7,7,3
"25",7,1,1,3,1,8,3,8,6,7,8,2,2,1,7,2,3,8,2,8,8,8,8,7,8,8,7
"26",1,2,2,4,2,3,4,3,4,1,3,6,6,2,1,6,4,3,6,3,3,3,3,1,3,3,1
"27",3,8,8,5,8,4,5,4,6,3,4,1,1,8,3,1,5,4,1,4,4,4,4,3,4,4,3
"28",10,2,2,3,2,6,3,6,4,10,6,5,5,2,10,5,4,6,5,6,6,6,6,10,6,6,10
"29",3,5,5,6,5,1,6,1,2,3,1,7,7,5,3,7,6,1,7,1,1,1,1,3,1,1,3
"30",4,3,3,5,3,1,5,1,2,4,1,2,2,3,4,2,5,1,2,1,1,1,1,4,1,1,4
"31",6,4,4,1,4,3,1,3,1,6,3,2,2,4,6,2,1,3,2,3,3,3,3,6,3,3,6
"32",3,2,3,6,2,5,6,5,8,3,5,1,1,6,3,1,6,5,1,5,5,5,5,3,5,5,3
"33",2,1,1,5,1,8,5,8,4,2,8,7,7,1,2,7,5,8,7,8,8,8,8,2,8,8,2
"34",3,4,4,5,4,6,5,6,1,3,6,2,2,4,3,2,5,6,2,6,6,6,6,3,6,6,3
"35",3,8,4,7,8,6,7,6,1,3,6,9,9,4,3,9,7,6,9,6,6,6,6,3,6,6,3
"36",1,3,3,4,3,2,4,2,2,1,2,5,5,3,1,5,4,2,5,2,2,2,2,1,2,2,1
"37",3,5,5,9,5,6,9,6,1,3,6,2,2,5,3,2,9,6,2,6,6,6,6,3,6,6,3
"38",7,2,2,4,2,3,4,3,5,7,3,1,1,2,7,1,4,3,1,3,3,3,3,7,3,3,7
"39",1,8,8,2,8,3,2,3,10,1,3,6,6,8,1,6,2,3,6,3,3,3,3,1,3,3,1
"40",4,7,8,3,7,2,3,2,5,4,2,6,6,8,4,6,3,2,6,2,2,2,2,4,2,2,4
"41",6,3,6,4,3,1,4,1,3,6,1,5,5,4,6,5,4,1,5,1,1,1,1,6,1,1,6
"42",1,4,5,8,4,6,8,6,7,1,6,9,9,5,1,9,8,6,9,6,6,6,6,1,6,6,1
"43",2,3,3,1,3,9,1,9,7,2,9,4,4,3,8,4,1,9,4,9,9,9,9,2,9,9,2
"44",8,6,6,5,6,9,5,9,2,8,9,7,7,6,8,7,5,9,7,9,9,9,9,8,9,9,8
"45",6,2,2,4,2,3,4,3,3,6,3,7,7,2,6,7,4,3,7,3,3,3,3,6,3,3,6
"46",7,2,3,4,2,5,4,5,6,7,5,8,8,3,7,8,4,5,8,5,5,5,5,7,5,5,7
"47",1,5,3,2,5,8,2,8,6,1,8,4,4,3,1,4,2,8,4,8,8,8,8,1,8,8,1
"48",2,5,5,4,5,3,4,3,3,2,3,1,1,5,2,1,4,3,1,3,3,3,3,2,3,3,2
"49",1,6,6,8,6,3,8,3,5,1,3,4,4,6,1,4,8,3,4,3,3,3,3,1,3,3,1
"50",5,1,5,3,1,4,3,4,6,5,4,2,2,3,5,2,3,4,2,4,4,4,4,5,4,4,5
"51",2,7,7,3,7,4,3,4,8,2,4,1,1,7,2,1,3,4,1,4,4,4,4,2,4,4,2
"52",8,2,8,3,2,4,3,4,7,8,4,6,6,3,8,6,3,4,6,4,4,4,4,8,4,4,8
"53",6,5,5,2,5,7,2,7,4,6,7,8,8,5,6,8,2,7,8,7,7,7,7,6,7,7,6
"54",7,6,7,1,6,8,1,8,5,7,8,2,2,1,7,2,1,8,2,8,8,8,8,7,8,8,7
"55",3,4,4,1,4,7,1,7,6,3,7,2,2,4,3,2,1,7,2,7,7,7,7,3,7,7,3
"56",3,5,5,2,5,7,2,7,1,3,7,4,4,5,3,4,2,7,4,7,7,7,7,3,7,7,3
"57",10,4,10,5,4,9,5,9,7,10,9,8,8,5,10,8,5,9,8,9,9,9,9,10,9,9,10
"58",9,3,5,6,3,4,6,4,3,9,4,2,2,5,9,2,6,4,2,4,4,4,4,9,4,4,9
"59",5,1,1,6,1,4,6,4,4,5,4,7,7,1,5,7,6,4,7,4,4,4,4,5,4,4,5
"60",2,6,6,4,6,1,4,1,6,2,1,5,5,6,2,5,4,1,5,1,1,1,1,2,1,1,2
"61",4,1,1,3,1,5,3,5,5,4,5,6,6,1,4,6,3,5,6,5,5,5,5,4,5,5,4
"62",8,10,10,2,10,4,2,4,7,8,4,5,5,10,8,5,2,4,5,4,4,4,4,8,4,4,8
"63",1,7,7,6,7,3,6,3,2,1,3,8,8,7,1,8,6,3,8,3,3,3,3,1,3,3,1
"64",7,9,9,6,9,1,6,1,8,7,1,10,10,9,7,10,6,1,10,1,1,1,1,7,1,1,7
"65",2,1,2,3,1,6,3,6,8,2,6,5,5,3,2,5,3,6,5,6,6,6,6,2,6,6,2
"66",9,10,1,2,10,8,2,8,3,9,8,7,7,1,9,7,2,8,7,8,8,8,8,9,8,8,9
"67",5,4,4,1,4,3,1,3,5,5,3,2,2,4,5,2,1,3,2,3,3,3,3,5,3,3,5
"68",6,7,7,9,7,4,9,4,1,6,4,3,3,7,6,3,9,4,3,4,4,4,4,6,4,4,6
"69",8,6,8,1,6,3,1,3,7,8,3,5,5,1,8,5,1,3,5,3,3,3,3,8,3,3,8
"70",7,3,3,2,3,4,2,4,4,7,4,1,1,3,7,1,2,4,1,4,4,4,4,7,4,4,7
"71",7,2,2,6,2,5,6,5,5,7,5,3,3,2,7,3,6,5,3,5,5,5,5,7,5,5,7
"72",1,7,7,5,7,2,5,2,8,1,2,4,4,7,1,4,5,2,4,2,2,2,2,1,2,2,1
"73",1,2,2,7,2,5,7,5,5,1,5,4,4,2,1,4,7,5,4,5,5,5,5,1,5,5,1
"74",5,2,2,3,2,1,3,1,6,5,1,7,7,2,5,7,3,1,7,1,1,1,1,5,1,1,5
"75",2,7,7,5,7,8,5,8,5,2,8,1,1,7,2,1,5,8,1,8,8,8,8,2,8,8,2
"76",5,1,5,3,1,4,3,4,4,5,4,2,2,3,5,2,3,4,2,4,4,4,4,5,4,4,5
"77",2,8,8,9,8,3,9,3,7,2,3,7,7,8,2,7,9,3,7,3,3,3,3,2,3,3,2
"78",5,1,1,7,1,3,7,3,2,5,3,6,6,1,5,6,7,3,6,3,3,3,3,5,3,3,5
"79",3,6,6,5,6,2,5,2,4,3,2,8,8,6,3,8,5,2,8,2,2,2,2,3,2,2,3
"80",1,8,8,3,8,7,3,7,2,1,7,4,4,8,1,4,3,7,4,7,7,7,7,1,7,7,1
"81",1,5,5,4,5,6,4,6,3,1,6,2,2,5,1,2,4,6,2,6,6,6,6,1,6,6,1
"82",3,5,5,2,5,4,2,4,8,3,4,6,6,5,3,6,2,4,6,4,4,4,4,3,4,4,3
"83",7,1,4,5,1,3,5,3,2,7,3,6,6,4,7,6,5,3,6,3,3,3,3,7,3,3,7
"84",9,6,6,1,6,4,1,4,5,9,4,3,3,6,9,3,1,4,3,4,4,4,4,9,4,4,9
"85",4,9,9,1,9,7,1,7,8,4,7,8,8,9,4,8,1,7,8,7,7,7,7,4,7,7,4
"86",2,3,3,6,3,1,6,1,7,2,1,7,7,3,2,7,6,1,7,1,1,1,1,2,1,1,2
"87",1,2,2,6,2,9,6,9,9,1,9,10,10,2,1,10,6,9,10,9,9,9,9,1,9,9,1
"88",4,6,4,1,6,2,1,2,3,4,2,5,5,1,4,5,1,2,5,2,2,2,2,4,2,2,4
"89",1,3,3,5,3,2,5,2,6,1,2,6,6,3,1,6,5,2,6,2,2,2,2,1,2,2,1
"90",1,6,1,5,6,2,5,2,1,1,2,3,3,5,1,3,5,2,3,2,2,2,2,1,2,2,1
"91",9,8,8,5,8,6,5,6,2,9,6,7,7,8,9,7,5,6,7,6,6,6,6,9,6,6,9
"92",9,1,1,3,1,7,3,7,6,9,7,2,2,1,9,2,3,7,2,7,7,7,7,9,7,7,9
"93",5,6,6,7,6,4,7,4,3,5,4,8,8,6,5,8,7,4,8,4,4,4,4,5,4,4,5
"94",8,5,5,1,5,6,1,6,6,8,6,3,3,5,8,3,1,6,3,6,6,6,6,8,6,6,8
"95",1,9,9,4,9,5,4,5,6,1,5,2,2,9,7,2,4,5,2,5,5,5,5,1,5,5,1
"96",8,3,3,2,3,4,2,4,1,8,4,6,6,3,8,6,2,4,6,4,4,4,4,8,4,4,8
"97",5,3,3,2,3,4,2,4,1,5,4,6,6,3,5,6,2,4,6,4,4,4,4,5,4,4,5
"98",6,8,8,5,8,1,5,1,7,6,1,3,3,8,6,3,5,1,3,1,1,1,1,6,1,1,6
"99",8,2,1,9,2,5,9,5,1,8,5,3,3,1,8,3,9,5,3,5,5,5,5,8,5,5,8
"100",6,4,4,5,4,2,5,2,2,6,2,1,1,4,6,1,5,2,1,2,2,2,2,6,2,2,6
