"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41"
"1",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"2",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"3",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"4",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"5",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"6",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"7",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"8",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"9",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"10",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"11",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"12",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"13",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"14",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"15",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"16",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"17",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"18",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"19",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"20",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"21",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"22",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"23",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"24",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"25",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"26",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"27",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"28",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"29",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"30",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"31",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"32",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"33",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"34",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"35",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"36",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"37",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"38",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
"39",1,2,3,4,5,17,20,26,14,26,26,12,13,14,15,4,17,15,26,20,21,22,23,26,14,26,27,4,23,22,31,32,33,14,35,23,26,38,38,40,23
