"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"2",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"3",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"4",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"5",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"6",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"7",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"8",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"9",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"10",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"11",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"12",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"13",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"14",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"15",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"16",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
"17",14,21,19,21,25,21,7,8,21,21,11,23,13,14,21,19,23,21,19,13,21,21,23,24,25
