"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1",4,2,4,7,9,9,1,1,1,2,1,7,2,6,9,9,9,5,9,9,1,7,9,9,9,6,9,9,9
"2",11,9,11,1,3,3,8,8,8,9,8,1,9,1,3,3,3,2,3,3,8,1,3,3,3,1,3,3,3
"3",2,4,2,5,1,1,3,3,3,4,3,5,4,5,1,1,1,3,1,1,3,5,1,1,1,5,1,1,1
"4",5,1,5,2,3,3,4,4,4,1,4,2,1,2,3,3,3,5,3,3,4,2,3,3,3,2,3,3,3
"5",8,7,8,5,3,3,4,4,4,7,4,2,7,2,3,3,3,1,3,3,4,5,3,3,3,2,3,3,3
"6",1,2,1,8,5,5,9,9,9,2,9,8,2,8,5,5,5,7,5,5,9,8,5,5,5,8,5,5,5
"7",6,1,6,4,3,3,7,7,7,1,7,4,1,4,3,3,3,3,3,3,7,4,3,3,3,4,3,3,3
"8",5,6,5,2,1,1,4,4,4,6,4,2,6,2,1,1,1,5,1,1,4,2,1,1,1,2,1,1,1
"9",2,4,2,5,3,3,6,6,6,4,6,5,4,5,3,3,3,5,3,3,6,5,3,3,3,5,3,3,3
"10",6,1,6,2,4,4,3,3,3,1,3,2,1,2,4,4,4,1,4,4,3,2,4,4,4,2,4,4,4
"11",8,5,8,7,3,3,6,6,6,5,6,4,5,4,3,3,3,1,3,3,6,7,3,3,3,4,3,3,3
"12",10,1,10,7,2,2,4,4,4,1,4,7,5,7,2,2,2,6,2,2,4,7,2,2,2,7,2,2,2
"13",6,1,6,8,2,2,7,7,7,1,7,8,1,8,2,2,2,4,2,2,7,8,2,2,2,8,2,2,2
"14",1,6,1,7,5,5,2,2,2,6,2,7,6,7,5,5,5,7,5,5,2,7,5,5,5,7,5,5,5
"15",4,5,4,1,2,2,6,6,6,5,6,1,5,1,2,2,2,4,2,2,6,1,2,2,2,1,2,2,2
"16",7,6,7,3,4,4,1,1,1,6,1,3,6,3,4,4,4,2,4,4,1,3,4,4,4,3,4,4,4
"17",5,1,5,2,4,4,3,3,3,1,3,2,1,2,4,4,4,4,4,4,3,2,4,4,4,2,4,4,4
"18",5,8,5,4,6,6,9,9,9,8,9,4,8,4,6,6,6,8,6,6,9,4,6,6,6,4,6,6,6
"19",10,2,10,7,3,3,8,8,8,2,8,7,2,7,3,3,3,5,3,3,8,7,3,3,3,7,3,3,3
"20",6,3,6,10,1,1,5,5,5,3,5,10,3,10,1,1,1,11,1,1,5,10,1,1,1,10,1,1,1
"21",7,1,7,4,2,2,3,3,3,1,3,4,1,4,2,2,2,6,2,2,3,4,2,2,2,4,2,2,2
"22",6,7,6,1,8,8,4,4,4,7,4,1,7,1,8,8,8,3,8,8,4,1,8,8,8,1,8,8,8
"23",7,6,7,4,10,10,8,8,8,6,8,4,6,4,10,10,10,3,10,10,8,4,10,10,10,4,10,10,10
"24",8,5,8,6,1,1,2,2,2,5,2,6,11,6,1,1,1,10,1,1,2,6,1,1,1,6,1,1,1
"25",4,2,4,3,1,1,5,5,5,2,5,3,2,3,1,1,1,3,1,1,5,3,1,1,1,3,1,1,1
"26",5,9,5,8,6,6,3,3,3,9,3,2,9,2,6,6,6,4,6,6,3,8,6,6,6,2,6,6,6
"27",5,3,5,4,2,2,1,1,1,3,1,4,10,4,2,2,2,6,2,2,1,4,2,2,2,4,2,2,2
"28",6,5,6,1,3,3,4,4,4,5,4,1,5,1,3,3,3,2,3,3,4,1,3,3,3,1,3,3,3
"29",6,1,6,2,4,4,5,5,5,1,5,2,1,2,4,4,4,4,4,4,5,2,4,4,4,2,4,4,4
"30",1,10,1,11,6,6,4,4,4,10,4,11,7,11,6,6,6,2,6,6,4,11,6,6,6,11,6,6,6
"31",3,1,3,6,8,8,5,5,5,1,5,6,1,6,8,8,8,3,8,8,5,6,8,8,8,6,8,8,8
"32",8,1,8,7,6,6,5,5,5,1,5,7,1,7,6,6,6,3,6,6,5,7,6,6,6,7,6,6,6
"33",5,4,5,8,3,3,2,2,2,4,2,8,4,8,3,3,3,7,3,3,2,8,3,3,3,8,3,3,3
"34",3,1,3,4,7,7,10,10,10,1,10,4,1,4,7,7,7,5,7,7,10,4,7,7,7,4,7,7,7
"35",2,5,2,6,9,9,7,7,7,5,7,6,5,3,9,9,9,11,9,9,7,6,9,9,9,3,9,9,9
"36",7,1,7,6,3,3,4,4,4,1,4,6,1,6,3,3,3,5,3,3,4,6,3,3,3,6,3,3,3
"37",5,2,5,6,4,4,1,1,1,2,1,6,2,6,4,4,4,3,4,4,1,6,4,4,4,6,4,4,4
"38",6,1,6,5,8,8,9,9,9,1,9,5,1,7,8,8,8,4,8,8,9,5,8,8,8,7,8,8,8
"39",6,7,6,2,1,1,5,5,5,7,5,2,7,2,1,1,1,3,1,1,5,2,1,1,1,2,1,1,1
"40",2,3,2,7,5,5,4,4,4,3,4,7,3,7,5,5,5,2,5,5,4,7,5,5,5,7,5,5,5
"41",7,4,7,5,6,6,8,8,8,4,8,5,4,5,6,6,6,1,6,6,8,5,6,6,6,5,6,6,6
"42",8,4,8,5,3,3,9,9,9,4,9,5,4,5,3,3,3,5,3,3,9,5,3,3,3,5,3,3,3
"43",4,6,4,3,2,2,1,1,1,6,1,3,6,3,2,2,2,5,2,2,1,3,2,2,2,3,2,2,2
"44",4,8,4,7,1,1,2,2,2,8,2,7,8,5,1,1,1,6,1,1,2,7,1,1,1,5,1,1,1
"45",7,2,7,1,6,6,4,4,4,2,4,1,2,1,6,6,6,5,6,6,4,1,6,6,6,1,6,6,6
"46",7,2,7,3,4,4,6,6,6,2,6,3,2,8,4,4,4,5,4,4,6,3,4,4,4,8,4,4,4
"47",7,4,7,3,1,1,6,6,6,4,6,3,4,3,1,1,1,2,1,1,6,3,1,1,1,3,1,1,1
"48",4,1,4,9,8,8,5,5,5,1,5,9,1,9,8,8,8,5,8,8,5,9,8,8,8,9,8,8,8
"49",11,7,11,2,10,10,5,5,5,7,5,2,7,2,10,10,10,3,10,10,5,2,10,10,10,2,10,10,10
"50",4,9,4,6,8,8,5,5,5,9,5,6,9,6,8,8,8,6,8,8,5,6,8,8,8,6,8,8,8
"51",6,3,6,1,5,5,7,7,7,3,7,1,3,2,5,5,5,4,5,5,7,1,5,5,5,2,5,5,5
"52",2,1,2,3,5,5,4,4,4,1,4,3,1,3,5,5,5,5,5,5,4,3,5,5,5,3,5,5,5
"53",2,6,2,5,3,3,4,4,4,6,4,5,6,5,3,3,3,4,3,3,4,5,3,3,3,5,3,3,3
"54",6,4,6,7,5,5,10,10,10,4,10,7,4,8,5,5,5,3,5,5,10,7,5,5,5,8,5,5,5
"55",7,3,7,9,6,6,5,5,5,3,5,9,1,9,6,6,6,1,6,6,5,9,6,6,6,9,6,6,6
"56",7,8,7,9,3,3,1,1,1,8,1,9,8,9,3,3,3,3,3,3,1,9,3,3,3,9,3,3,3
"57",9,5,9,4,3,3,8,8,8,5,8,4,5,4,3,3,3,3,3,3,8,4,3,3,3,4,3,3,3
"58",6,1,6,2,4,4,3,3,3,1,3,2,1,2,4,4,4,6,4,4,3,2,4,4,4,2,4,4,4
"59",3,6,3,2,1,1,4,4,4,6,4,2,6,2,1,1,1,5,1,1,4,2,1,1,1,2,1,1,1
"60",4,5,4,2,7,7,6,6,6,5,6,2,5,2,7,7,7,7,7,7,6,2,7,7,7,2,7,7,7
"61",3,5,3,4,1,1,6,6,6,5,6,4,5,4,1,1,1,2,1,1,6,4,1,1,1,4,1,1,1
"62",3,2,3,8,4,4,7,7,7,2,7,8,2,8,4,4,4,1,4,4,7,8,4,4,4,8,4,4,4
"63",1,3,1,6,7,7,5,5,5,3,5,6,3,6,7,7,7,2,7,7,5,6,7,7,7,6,7,7,7
