"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,1,1,3,2,2,2,2,1,4,4,4,4
"2",2,2,2,3,3,3,3,4,2,1,1,1,1
"3",1,1,1,3,3,3,3,4,1,2,2,2,2
"4",1,1,1,2,2,2,2,2,1,3,3,3,3
"5",1,1,1,3,3,2,3,4,1,2,2,2,2
"6",1,1,1,3,2,4,2,2,1,4,4,4,4
"7",4,4,4,2,1,3,1,1,4,3,3,3,3
"8",4,4,4,2,2,2,2,3,4,1,1,1,1
"9",4,4,4,1,1,1,1,3,4,2,2,2,2
"10",3,3,3,1,1,2,4,4,3,2,2,2,2
"11",1,1,1,4,4,4,4,3,1,2,2,2,2
"12",1,1,1,2,2,2,2,2,1,3,3,3,3
"13",1,1,1,3,3,3,3,2,1,3,3,1,3
"14",3,3,3,4,4,2,1,1,3,2,2,2,2
"15",4,4,4,2,2,2,2,1,4,3,3,3,3
"16",1,1,1,4,3,3,3,3,1,2,2,2,2
"17",1,1,1,4,2,2,2,2,1,3,3,3,3
"18",4,4,4,1,1,2,3,3,4,2,2,2,2
"19",2,2,2,4,3,3,3,3,2,1,1,1,1
"20",1,1,1,2,3,3,3,3,1,4,4,4,4
"21",2,2,2,1,1,1,1,1,2,3,3,3,3
"22",4,4,4,1,1,3,2,2,4,3,3,3,3
"23",3,3,3,1,1,1,1,4,3,2,2,2,2
"24",4,4,4,3,3,3,3,2,4,1,1,1,1
"25",1,1,1,2,2,2,2,2,1,1,1,1,1
"26",4,4,4,1,2,2,2,2,4,3,3,3,3
"27",1,1,1,2,2,2,2,2,1,2,2,1,2
"28",1,1,1,4,4,4,4,2,1,3,3,3,3
"29",1,1,1,3,3,3,3,3,1,2,2,2,2
"30",4,4,4,3,3,3,3,2,4,1,1,1,1
"31",1,1,1,3,3,4,2,2,1,4,4,4,4
"32",1,1,1,2,2,2,2,2,1,2,2,1,2
"33",2,2,2,1,1,1,1,3,2,4,4,4,4
