"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
"1",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,15,21,4,4,4,4,4,4,29,29,15,21,1,15,15,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,15,15,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
"2",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,15,21,4,4,4,4,4,4,29,29,15,21,1,15,15,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,15,15,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
"3",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,15,21,4,4,4,4,4,4,29,29,15,21,1,15,15,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,15,15,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
"4",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,15,21,4,4,4,4,4,4,29,29,15,21,1,15,15,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,15,15,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
"5",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,16,21,4,4,4,4,4,4,29,29,16,21,1,16,16,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,16,16,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
"6",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,15,21,4,4,4,4,4,4,29,29,15,21,1,15,15,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,15,15,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
"7",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,15,21,4,4,4,4,4,4,29,29,15,21,1,15,15,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,15,15,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
"8",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,16,21,4,4,4,4,4,4,29,29,16,21,1,16,16,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,16,16,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
"9",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,15,21,4,4,4,4,4,4,29,29,15,21,1,15,15,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,15,15,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
"10",18,18,18,21,29,21,21,24,1,21,18,21,18,18,18,29,18,18,18,18,21,18,18,18,18,24,29,29,5,18,18,18,18,18,29,29,30,4,21,21,29,21,21,4,15,21,4,4,4,4,4,4,29,29,15,21,1,15,15,29,26,29,29,21,18,18,18,18,18,18,18,18,30,21,15,15,26,29,21,21,21,24,21,29,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,30
