"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,2,3,4,2,4,2,1,1,3
"2",3,4,2,1,4,1,4,3,3,2
"3",4,3,1,2,3,2,3,4,4,1
"4",1,2,4,2,3,2,3,1,1,4
"5",3,4,2,1,4,1,4,3,3,2
"6",2,1,3,4,1,4,1,2,2,3
"7",1,3,2,3,2,3,2,1,1,1
"8",3,2,4,2,1,2,1,3,3,4
"9",3,4,2,1,4,1,2,3,3,2
"10",1,4,2,3,4,3,2,1,1,2
"11",4,3,1,2,3,2,3,4,4,1
"12",3,4,2,1,4,1,4,3,3,2
"13",4,1,2,3,1,3,1,4,4,2
"14",3,4,1,2,4,2,4,3,3,1
"15",3,4,1,2,4,2,1,3,3,1
"16",1,3,2,4,3,4,3,1,1,2
"17",1,3,2,3,2,3,2,1,1,1
"18",3,1,2,1,2,1,2,3,3,3
"19",3,4,2,1,4,1,2,3,3,2
"20",3,4,1,2,4,2,4,3,3,1
"21",3,1,2,4,1,4,1,3,3,2
"22",2,1,3,4,1,4,1,2,2,3
"23",1,3,2,4,3,4,2,1,1,2
"24",2,3,4,1,3,1,3,2,2,4
"25",2,1,4,3,1,3,1,2,2,4
"26",1,4,3,2,4,2,3,1,1,3
"27",2,3,1,3,1,3,1,2,2,2
"28",3,2,4,1,2,1,4,3,3,4
"29",3,4,1,2,4,2,1,3,3,1
"30",3,2,1,2,1,2,1,3,3,3
"31",3,2,4,1,2,1,2,3,3,4
"32",4,3,1,2,3,2,1,4,4,1
"33",2,4,1,3,4,3,4,2,2,1
"34",3,4,2,1,4,1,2,3,3,2
"35",2,3,4,1,3,1,4,2,2,4
"36",3,4,2,1,4,1,2,3,3,2
"37",4,1,3,2,1,2,1,4,4,3
"38",2,1,3,4,1,4,3,2,2,3
"39",3,4,1,2,4,2,4,3,3,1
"40",1,4,3,2,4,2,4,1,1,3
"41",3,1,2,1,4,1,4,3,3,2
"42",3,4,2,1,4,1,4,3,3,2
"43",1,4,3,2,4,2,4,1,1,3
"44",1,3,2,3,2,3,2,1,1,1
"45",1,3,2,3,4,3,4,1,1,2
"46",4,1,3,2,1,2,1,4,4,3
"47",2,4,1,3,4,3,4,2,2,1
"48",3,1,2,1,2,1,2,3,3,3
"49",2,3,1,4,3,4,1,2,2,1
"50",4,3,2,1,3,1,3,4,4,2
"51",3,1,4,2,1,2,1,3,3,4
"52",2,1,3,4,1,4,1,2,2,3
"53",2,1,3,1,3,1,3,2,2,2
"54",1,4,3,2,4,2,4,1,1,3
"55",2,3,1,4,3,4,1,2,2,1
"56",2,1,3,4,1,4,1,2,2,3
"57",4,3,1,2,3,2,1,4,4,1
"58",2,4,1,3,4,3,4,2,2,1
"59",2,1,3,1,3,1,3,2,2,2
"60",1,2,3,2,4,2,4,1,1,1
"61",4,3,1,2,3,2,3,4,4,1
"62",4,1,3,2,1,2,3,4,4,3
"63",3,1,4,2,1,2,1,3,3,4
"64",1,4,3,2,4,2,4,1,1,3
"65",4,3,2,1,3,1,3,4,4,2
"66",3,4,2,1,4,1,4,3,3,2
"67",2,4,3,1,4,1,3,2,2,3
"68",3,2,1,2,1,2,1,3,3,3
"69",3,4,2,1,4,1,4,3,3,2
"70",4,2,3,1,2,1,2,4,4,3
"71",1,2,3,4,2,4,2,1,1,3
"72",4,1,3,2,1,2,1,4,4,3
"73",2,4,1,3,4,3,1,2,2,1
"74",2,1,3,4,1,4,1,2,2,3
"75",1,2,3,2,3,2,3,1,1,1
"76",4,3,1,3,2,3,2,4,4,1
"77",4,2,3,2,1,2,1,4,4,3
"78",2,1,3,4,1,4,1,2,2,3
"79",1,2,4,3,2,3,2,1,1,4
"80",1,3,2,4,3,4,2,1,1,2
"81",3,4,1,2,4,2,4,3,3,1
"82",1,3,2,3,4,3,4,1,1,2
"83",1,2,4,3,2,3,2,1,1,4
"84",3,1,2,4,1,4,1,3,3,2
"85",4,1,2,3,1,3,1,4,4,2
"86",4,1,3,2,1,2,1,4,4,3
"87",3,4,2,1,4,1,4,3,3,2
"88",1,3,4,2,3,2,4,1,1,4
"89",1,3,2,3,2,3,2,1,1,1
"90",3,1,2,4,1,4,2,3,3,2
"91",1,2,3,4,2,4,2,1,1,3
"92",1,4,3,2,4,2,3,1,1,3
"93",2,4,1,3,4,3,1,2,2,1
"94",1,4,2,3,4,3,4,1,1,2
"95",1,4,3,2,4,2,4,1,1,3
"96",1,4,2,3,4,3,4,1,1,2
"97",1,2,3,2,3,2,3,1,1,1
"98",3,4,2,1,4,1,4,3,3,2
"99",1,4,3,2,4,2,4,1,1,3
"100",4,2,1,2,3,2,3,4,4,1
